Sr. No.,CompanyName,BSECode
1954,K-lifestyle & Industries Limited,514221
1955,K.c.p.ltd.,590066
1956,K.m.sugar Mills Ltd.,532673
1957,K.p.r.mill Ltd.,532889
1958,K.s.oils Ltd.-$,526209
1959,K.z.leasing & Finance Ltd.,511728
1960,Kabra Commercial Ltd,539393
1961,Kabra Drugs Ltd.,524322
1962,Kabra Extrusiontechnik Ltd.,524109
1963,Kachchh Minerals Ltd.,531778
1964,Kailash Auto Finance Ltd.,511357
1965,Kaira Can Co.ltd.,504840
1966,Kaiser Corporation Limited,531780
1967,Kajaria Ceramics Ltd.,500233
1968,Kakatiya Cement Sugar & Industries Ltd.,500234
1969,Kakatiya Textiles Ltd.,521054
1970,Kalindee Rail Nirman (engineers) Ltd-$,522259
1971,Kallam Spinning Mills Ltd.-$,530201
1972,Kalpa Commercial Ltd,539014
1973,Kalpataru Power Transmission Ltd.,522287
1974,Kalptaru Papers Ltd.-$,590036
1975,Kalyani Forge Ltd.,513509
1976,Kalyani Investment Company Ltd.,533302
1977,Kalyani Steels Ltd.,500235
1978,Kalyanpur Cements Ltd.,502150
1979,Kama Holdings Limited-$,532468
1980,Kamadgiri Fashion Ltd.-$,514322
1981,Kamanwala Housing Construction Ltd.,511131
1982,Kamat Hotels (india) Ltd.,526668
1983,Kamdhenu Ltd,532741
1984,Kanani Industries Ltd.,506184
1985,Kanchi Karpooram Ltd,538896
1986,Kanco Enterprises Ltd.,590084
1987,Kanco Tea & Industries Ltd.,590130
1988,Kandagiri Spinning Mills Ltd.-$,521242
1989,Kanel Industries Limited,500236
1990,Kanika Infotech Ltd.,532367
1991,Kanishk Steel Industries Ltd.,513456
1992,Kanoria Chemicals & Industries Ltd.,506525
1993,Kanpur Plastipack Ltd.,507779
1994,Kansai Nerolac Paints Ltd.,500165
1995,Kansal Fibres Ltd.,531205
1996,Kapashi Commercials Ltd.,512399
1997,Kapil Cotex Ltd.,512036
1998,Kappac Pharma Ltd.,506938
1999,Kar Mobiles Ltd.-$,590053
2000,Karan Woo-sin Ltd.,526115
2001,Karma Energy Ltd.,533451
2002,Karma Industries Ltd.,512585
2003,Karnataka Bank Ltd.,532652
2004,Karnavati Finance Ltd,538928
2005,Karnimata Cold Storage Ltd,537784
2006,Kartik Investments Trust Ltd.,501151
2007,Karur K.c.p.packkagings Ltd.,531363
2008,Karur Vysya Bank Ltd.,590003
2009,Karuturi Global Ltd.,531687
2010,Katare Spinning Mills Ltd.,502933
2011,Katwa Udyog Ltd.,530977
2012,Kausambi Vanijya Ltd,538295
2013,Kaushalya Infrastructure Development Corporation Ltd.,532925
2014,Kaveri Seed Company Ltd.,532899
2015,Kavit Industries Limited,524444
2016,Kavita Fabrics Ltd.,535136
2017,Kavveri Telecom Products Ltd.-$,590041
2018,Kay Power And Paper Ltd.,530255
2019,Kaya Ltd,539276
2020,Kaycee Industries Ltd.,504084
2021,Kbs India Limited,530357
2022,Kccl Plastic Ltd.,526067
2023,Kcl Infra Projects Ltd,531784
2024,Kcp Sugar & Industries Corporation Ltd.,533192
2025,Kddl Ltd.-$,532054
2026,Kdj Holidayscapes And Resorts Limited,530701
2027,Kdl Biotech Ltd.,532291
2028,Kec International Ltd.,532714
2029,Kedia Construction Co.ltd.,508993
2030,Keerthi Industries Ltd.,518011
2031,Kei Industries Ltd.,517569
2032,Kellton Tech Solutions Ltd.,519602
2033,Keltech Energies Ltd.,506528
2034,Kelvin Fincap Ltd,512113
2035,Kemistar Corporation Limited,531163
2036,Kemp & Company Ltd.,506530
2037,Kemrock Industries & Exports Ltd.,526015
2038,Ken Financial Services Ltd.,530547
2039,Kennametal India Ltd.-$,505890
2040,Kerala Ayurveda Ltd.,530163
2041,Kernex Microsystems (india) Ltd.,532686
2042,Kesar Enterprises Ltd.-$,507180
2043,Kesar Petroproducts Ltd.,524174
2044,Kesar Terminals & Infrastructure Ltd.,533289
2045,Kesoram Industries Ltd.,502937
2046,Kew Industries Ltd.,532758
2047,Kewal Kiran Clothing Ltd.,532732
2048,Key Corp Ltd.,507948
2049,Keynote Corporate Services Ltd.,512597
2050,Kg Denim Ltd.,500239
2051,Kg Petrochem Ltd.,531609
2052,Kgn Enterprises Ltd.,533790
2053,Kgn Industries Ltd.,531612
2054,Khaitan (india) Ltd.,590068
2055,Khaitan Chemicals & Fertilizers Ltd.,507794
2056,Khaitan Electricals Ltd.,504269
2057,Khandelwal Extraction Ltd.,519064
2058,Khandwala Securities Ltd.,531892
2059,Khatau Exim Ltd.,506178
2060,Khator Fibre & Fabrics Ltd.,521127
2061,Khoday India Ltd.-$,507435
2062,Khoobsurat Ltd,535730
2063,Khyati Multimedia-entertainment Ltd.,531692
2064,Kic Metaliks Ltd.,513693
2065,Kiduja India Ltd.,507946
2066,Kifs Financial Services Ltd.,535566
2067,Kilburn Chemicals Ltd.-$,524699
2068,Kilburn Engineering Ltd.,522101
2069,Kilburn Office Automation Ltd.,523218
2070,Kilitch Drugs (india) Ltd.,524500
2071,Kilpest India Ltd.,532067
2072,Kinetic Engineering Ltd.,500240
2073,Kinetic Trust Ltd.,531274
2074,Kingfa Science & Technology (india) Ltd,524019
2075,Kingfisher Airlines Ltd.,532747
2076,Kings Infra Ventures Limited,530215
2077,Kiran Print-pack Ltd.,531413
2078,Kiran Syntex Ltd.,530443
2079,Kiran Vyapar Ltd,537750
2080,Kiri Industries Ltd.,532967
2081,Kirloskar Brothers Investments Ltd.,533297
2082,Kirloskar Brothers Ltd.-$,500241
2083,Kirloskar Electric Company Ltd,533193
2084,Kirloskar Ferrous Industries Ltd.,500245
2085,Kirloskar Industries Ltd,500243
2086,Kirloskar Oil Engines Ltd.,533293
2087,Kirloskar Pneumatic Co.ltd.,505283
2088,Kisan Mouldings Ltd.-$,530145
2089,Kitex Garments Ltd.,521248
2090,Kjmc Corporate Advisors (india) Ltd.,532304
2091,Kjmc Financial Services Ltd.,530235
2092,Kkalpana Industries (india) Ltd,526409
2093,Kkalpana Plastick Ltd,523652
2094,Klg Capital Services Ltd.,530771
2095,Klg Systel Ltd.,531269
2096,Klk Electrical Ltd,517170
2097,Klrf Ltd.,507598
2098,Kmc Speciality Hospitals (india) Ltd.,524520
2099,Kmf Builders & Developers Ltd.,531578
2100,Kmg Milk Food Ltd.,519415
2101,Knr Constructions Ltd.,532942
2102,Koa Tools India Ltd.,517471
2103,Koffee Break Pictures Ltd.,531602
2104,Kohinoor Broadcasting Corporation Ltd.,531366
2105,Kohinoor Foods Ltd.,512559
2106,Kohinoor Techno Engineers Limited,519485
2107,Kokuyo Camlin Ltd.-$,523207
2108,Kolte-patil Developers Ltd.,532924
2109,Konark Synthetic Ltd.,514128
2110,Kopran Ltd.,524280
2111,Kore Foods Ltd,500458
2112,Kotak Mahindra Bank Ltd.,500247
2113,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option,539137
2114,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth Option,539136
2115,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend Option,539135
2116,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth Option,539133
2117,Kotak Mahindra Mutual Fund - Kotak Nifty Etf,537708
2118,Kotak Mahindra Mutual Fund - Kotak Psu Bank Etf,590107
2119,Kotak Mahindra Mutual Fund - Permitted,590112
2120,Kotak Mahindra Mutual Fund,532985
2121,Kothari Fermentation & Biochem Ltd.,507474
2122,Kothari Products Ltd.,530299
2123,Kothari World Finance Ltd.,511138
2124,Kovai Medical Center & Hospital Ltd.,523323
2125,Kovalam Investment & Trading Co.ltd.,505585
2126,Kpit Technologies Limited,532400
2127,Kratos Energy & Infrastructure Ltd.,501261
2128,Krbl Ltd.,530813
2129,Krebs Biochemicals & Industries Ltd.-$,524518
2130,Kreon Finnancial Services Ltd.,530139
2131,Kridhan Infra Limited,533482
2132,Kriptol Industries Ltd.,526753
2133,Krishana Fabrics Ltd,539446
2134,Krishna Capital And Securities Ltd,539384
2135,Krishna Ferro Products Ltd.,513627
2136,Krishna Ventures Limited,504392
2137,Kriti Industries (india) Ltd.-$,526423
2138,Kriti Nutrients Ltd,533210
2139,Krypton Industries Ltd.,523550
2140,Ksb Pumps Ltd.,500249
2141,Kse Ltd.-$,519421
2142,Kshitiz Investment Ltd.,503626
2143,Ksk Energy Ventures Ltd.,532997
2144,Ksl And Industries Ltd.-$,530149
2145,Kss Limited-$,532081
2146,Kuantum Papers Ltd.,532937
2147,Kuber Udyog Ltd,539408
2148,Kulkarni Power & Tools Ltd.,505299
2149,Kumar Wire Cloth Manufacturing Company Ltd.,513703
2150,Kumbhat Financial Services Ltd.,526869
2151,Kunststoffe Industries Ltd.,523594
2152,Kusam Electrical Industries Ltd.,511048
2153,Kushal Tradelink Ltd,536170
2154,Kuwer Industries Ltd.,530421
2155,Kwality Credit & Leasing Ltd.,531206
2156,Kwality Limited,531882
2157,Kyra Landscapes Limited,530967
2158,L&t Finance Holdings Ltd.,533519
2159,L.g.balakrishnan & Bros.ltd.,500250
2160,La Opala Rg Ltd.,526947
2161,La Tim Metal & Industries Ltd,505693
2162,Lactose (india) Ltd.,524202
2163,Ladderup Finance Ltd.,530577
2164,Laffans Petrochemicals Ltd.-$,524522
2165,Lahoti Overseas Ltd.-$,531842
2166,Lakhotia Polyesters (india) Ltd.,535387
2167,Lakshmi Automatic Loom Works Ltd.,505302
2168,Lakshmi Electrical Control Systems Ltd.,504258
2169,Lakshmi Machine Works Ltd.,500252
2170,Lakshmi Mills Company Ltd.-$,502958
2171,Lakshmi Overseas Industries Ltd.,519570
2172,Lakshmi Precision Screws Ltd.,506079
2173,Lakshmi Vilas Bank Ltd.,534690
2174,Lambodhara Textiles Ltd.-$,590075
2175,Lanco Infratech Ltd.,532778
2176,Lancor Holdings Ltd.,509048
2177,Landmarc Leisure Corporation Ltd.,532275
2178,Landmark Property Development Company Ltd.,533012
2179,Larsen & Toubro Ltd.,500510
2180,Laser Diamonds Ltd.,531164
2181,Lawreshwar Polymers Ltd.,532829
2182,Layla Textile And Traders Ltd,539125
2183,Le Waterina Resorts & Hotels Limited,531134
2184,Lead Financial Services Ltd.,531288
2185,Ledo Tea Co.ltd.,508306
2186,Lee & Nee Softwares (exports) Ltd.,517415
2187,Leena Consultancy Ltd.,509046
2188,Lesha Industries Ltd.,533602
2189,Lgb Forge Ltd.,533007
2190,Liberty Phosphate Ltd.,530273
2191,Liberty Shoes Ltd.,526596
2192,Libord Finance Ltd,511593
2193,Libord Securities Ltd.,531027
2194,Lic Housing Finance Ltd.,500253
2195,Lic Nomura Mf Rgess Fund Series -2 -regular Plan -growth Option,537958
2196,Lic Nomura Mf Rgess Fund Series -2 -regular Plan- Dividend Payout Option,537959
2197,Lic Nomura Mf Rgess Fund Series -3 -direct Plan -growth Option,538959
2198,Lic Nomura Mf Rgess Fund Series -3- Regular Plan -dividend Payout Option,538958
2199,Lic Nomura Mf Rgess Fund Series- 2 -direct Plan -dividend Payout Option,537961
2200,Lic Nomura Mf Rgess Fund Series- 2 -direct Plan- Growth Option,537960
2201,Lic Nomura Mf Rgess Fund Series- 3 -direct Plan -dividend Payout Option,538960
2202,Lic Nomura Mf Rgess Fund Series- 3 -regular Plan- Growth Option,538957
2203,Lifeline Drugs & Pharma Ltd.,506113
2204,Lime Chemicals Ltd.,507759
2205,Linaks Microelectronics Ltd.,517463
2206,Linc Pen & Plastics Ltd.-$,531241
2207,Lincoln Pharmaceuticals Ltd.,531633
2208,Linde India Limited,523457
2209,Linear Polymers Ltd.,524103
2210,Link Pharma Chem Ltd.,524748
2211,Linkson International Ltd.,508982
2212,Lippi Systems Ltd.-$,526604
2213,Lkp Finance Limited,507912
2214,Lloyd Electric & Engineering Ltd.,517518
2215,Lloyds Finance Ltd.,507870
2216,Lloyds Metals And Energy Ltd.,512455
2217,Lml Ltd.,500255
2218,Ln Industries India Ltd.,530745
2219,Lohia Securities Ltd.,590082
2220,Lok Housing & Constructions Ltd.-$,500256
2221,Lokesh Machines Ltd.,532740
2222,Longview Tea Company Ltd.,526568
2223,Looks Health Services Limited,534422
2224,Lords Chemicals Ltd.,530039
2225,Lords Chloro Alkali Ltd.,500284
2226,Lords Ishwar Hotels Limited,530065
2227,Lotus Chocolate Co.ltd.,523475
2228,Lotus Eye Care Hospital Ltd.,532998
2229,Lovable Lingerie Ltd.,533343
2230,Loyal Equipments Ltd,539227
2231,Loyal Textile Mills Ltd.-$,514036
2232,Ls Industries Ltd.,514446
2233,Lt Foods Ltd.,532783
2234,Ludlow Jute & Specialities Ltd.,526179
2235,Luharuka Media & Infra Ltd,512048
2236,Lumax Auto Technologies Ltd.,532796
2237,Lumax Automotive Systems Ltd.,532537
2238,Lumax Industries Ltd.,517206
2239,Luminaire Technologies Ltd.,526045
2240,Lupin Ltd.,500257
2241,Lws Knitwear Ltd.,531402
2242,Lycos Internet Limited,532368
2243,Lyka Labs Ltd.,500259
2244,Lykis Limited,530689
2245,Lynx Machinery & Commercials Ltd.,505320
2246,Lypsa Gems & Jewellery Ltd,534532
2247,M K Exim India Ltd,590060
2248,M.b.parikh Finstocks Ltd.,526935
2249,M.d. Inducto Cast Ltd,539226
2250,M.k. Exim (india) Ltd,538890
2251,M.m.forgings Ltd.-$,522241
2252,M.p.agro Industries Ltd.,506543
2253,M3 Global Finance Ltd,538772
2254,Maa Jagdambe Tradelinks Limited,511082
2255,Maan Aluminium Ltd.,532906
2256,Mac Charles (india) Ltd.,507836
2257,Machino Plastics Ltd.-$,523248
2258,Mack Trading Co.ltd.,501471
2259,Macro (international) Exports Ltd.,512600
2260,Madhav Marbles & Granites Ltd.,515093
2261,Madhucon Projects Ltd.-$,531497
2262,Madhur Capital & Finance Ltd.,511638
2263,Madhur Industries Ltd.,519279
2264,Madhusudan Industries Ltd.,515059
2265,Madhusudan Securities Ltd.,511000
2266,Madras Fertilizers Ltd,590134
2267,Maestros Electronics & Telecommunications Systems Ltd,538401
2268,Maestros Mediline Systems Ltd.-$,501209
2269,Mafatlal Industries Ltd.-$,500264
2270,Magma Fincorp Ltd.,524000
2271,Magna Colors Ltd.,524270
2272,Magna Electro Castings Ltd.-$,517449
2273,Magna Industries & Exports Ltd.,523872
2274,Magnanimous Trade & Finance Ltd.,512377
2275,Magnum Ltd.,530347
2276,Magnum Ventures Ltd.,532896
2277,Maha Rashtra Apex Corporation Ltd.,523384
2278,Mahaan Foods Ltd.,519612
2279,Mahabir Metallex Ltd,539041
2280,Mahalaxmi Rubtech Ltd.,514450
2281,Mahalaxmi Seamless Ltd.-$,513460
2282,Mahamaya Steel Industries Ltd.,513554
2283,Mahan Industries Ltd.,531515
2284,Mahanagar Telephone Nigam Ltd.,500108
2285,Mahanivesh (india) Ltd.,530441
2286,Maharaja Shree Umaid Mills Ltd.-$,530059
2287,Maharashtra Corporation Ltd.,505523
2288,Maharashtra Polybutenes Ltd.,524232
2289,Maharashtra Scooters Ltd.,500266
2290,Maharashtra Seamless Ltd.,500265
2291,Mahasagar Travels Ltd.,526795
2292,Mahashree Trading Ltd.,512337
2293,Mahaveer Infoway Ltd,539383
2294,Mahaveer Infoway Ltd.-$,590117
2295,Mahavir Advanced Remedies Ltd.,531689
2296,Mahavir Impex Ltd.,531664
2297,Mahavir Industries Limited,531648
2298,Mahesh Agriculture Implements & Steel Forge Ltd.,506041
2299,Mahindra & Mahindra Financial Services Ltd.,532720
2300,Mahindra & Mahindra Ltd.,500520
2301,Mahindra Cie Automotive Limited,532756
2302,Mahindra Composites Ltd.-$,524138
2303,Mahindra Holidays & Resorts India Ltd.,533088
2304,Mahindra Lifespace Developers Ltd.,532313
2305,Mahindra Ugine Steel Co.ltd.,504823
2306,Maithan Alloys Ltd.,590078
2307,Majesco Ltd,539289
2308,Majestic Auto Ltd.-$,500267
2309,Majestic Research Services And Solutions Ltd,539229
2310,Makers Laboratories Ltd.-$,506919
2311,Malabar Trading Co.ltd.,501473
2312,Mallcom (india) Ltd,539400
2313,Malu Paper Mills Ltd.,532728
2314,Malwa Cotton Spinning Mills Ltd.,502995
2315,Man Industries (india) Ltd.-$,513269
2316,Man Infraconstruction Ltd.,533169
2317,Manaksia Aluminium Company Ltd,539045
2318,Manaksia Coated Metals & Industries Ltd,539046
2319,Manaksia Industries Ltd,539043
2320,Manaksia Ltd.,532932
2321,Manaksia Steels Ltd,539044
2322,Manali Petrochemical Ltd.,500268
2323,Manappuram Finance Ltd.,531213
2324,Mandhana Industries Ltd,533204
2325,Mangal Credit And Fincorp Ltd.,505850
2326,Mangalam Cement Ltd.,502157
2327,Mangalam Drugs & Organics Ltd.,532637
2328,Mangalam Organics Limited,514418
2329,Mangalam Seeds Ltd,539275
2330,Mangalam Timber Products Ltd.,516007
2331,Mangalore Chemicals & Fertilizers Ltd.,530011
2332,Mangalore Refinery & Petrochemicals Ltd.,500109
2333,Mangalya Soft-tech Ltd.,530243
2334,Manipal Finance Corporation Ltd.,507938
2335,Manjeera Constructions Ltd.,533078
2336,Manjushree Technopack Ltd.,532950
2337,Manpasand Beverages Ltd,539207
2338,Manraj Housing Finance Ltd.,530537
2339,Mansi Finance (chennai) Ltd.,511758
2340,Manugraph India Ltd.-$,505324
2341,Manvijay Development Company Ltd,538970
2342,Mapro Industries Ltd.,509762
2343,Maral Overseas Ltd.,521018
2344,Marathon Nextgen Realty Ltd.,503101
2345,Marathwada Refractories Ltd.,502250
2346,Mardia Samyoung Capillary Tubes Company Ltd.,513544
2347,Marg Ltd.,530543
2348,Marg Projects And Infrastructure Ltd.,513648
2349,Margo Finance Limited,500206
2350,Marico Ltd.,531642
2351,Market Creators Ltd.,526891
2352,Marksans Pharma Ltd.,524404
2353,Marsons Limited,517467
2354,Martin Burn Ltd.,523566
2355,Maruti Infrastructure Ltd.,531540
2356,Maruti Securities Ltd.,531319
2357,Maruti Suzuki India Ltd.,532500
2358,Marvel Capital & Finance (india) Ltd.,530497
2359,Mastek Ltd.,523704
2360,Master Chemicals Ltd.,506867
2361,Master Trust Ltd.,511768
2362,Mather & Platt Fire Systems Ltd.,532470
2363,Mathew Easow Research Securities Ltd.,511688
2364,Matra Kaushal Enterprise Limited,526671
2365,Matra Realty Ltd.,512167
2366,Mauria Udyog Ltd,539219
2367,Mavens Biotech Ltd.,590083
2368,Mavi Industries Ltd.,500248
2369,Mawana Sugars Ltd.,523371
2370,Max Alert Systems Ltd.,534563
2371,Max Financial Services Ltd,500271
2372,Maxheights Infrastructure Ltd.,534338
2373,Maximaa Systems Ltd.,526538
2374,Maxwell Industries Ltd.,532613
2375,Mayur Floorings Ltd.,531221
2376,Mayur Leather Products Ltd.,531680
2377,Mayur Uniquoters Ltd.-$,522249
2378,Mazda Ltd.-$,523792
2379,Mbl Infrastructures Ltd,533152
2380,Mcdowell Holdings Ltd.,532852
2381,Mcleod Russel India Ltd.,532654
2382,Mcnally Bharat Engineering Company Ltd.,532629
2383,Mcs Ltd.,523221
2384,Medi-caps Ltd.-$,523144
2385,Media Matrix Worldwide Ltd.,512267
2386,Mediaone Global Entertainment Ltd.,503685
2387,Medicamen Biotech Ltd.-$,531146
2388,Medinova Diagnostic Services Ltd.,526301
2389,Meenakshi Enterprises Ltd,538834
2390,Meenakshi Steel Industries Ltd.,512505
2391,Mefcom Agro Industries Ltd.,511276
2392,Mefcom Capital Markets Ltd.,531176
2393,Mega Corporation Ltd.,531417
2394,Mega Fin (india) Ltd.,532105
2395,Megasoft Ltd.,532408
2396,Meghmani Organics Ltd.,532865
2397,Meglon Infra-real (india) Ltd.,511367
2398,Megri Soft Ltd,539012
2399,Mehta Housing Finance Ltd.,511740
2400,Mehta Integrated Finance Ltd.,511377
2401,Mehta Securities Ltd.,511738
2402,Melstar Information Technologies Ltd.,532307
2403,Menon Bearings Ltd.-$,523828
2404,Menon Pistons Ltd.,531727
2405,Mep Infrastructure Developers Ltd,539126
2406,Mercantile Ventures Ltd,538942
2407,Mercator Ltd.-$,526235
2408,Merck Ltd.,500126
2409,Mercury Laboratories Ltd,538964
2410,Mercury Metals Ltd.,531357
2411,Mercury Trade Links Ltd.,512415
2412,Metal Coatings (india) Ltd.,531810
2413,Metalyst Forgings Limited,513335
2414,Metkore Alloys & Industries Ltd.,532990
2415,Metroglobal Limited,500159
2416,Meuse Kara & Sungrace Mafatlal Ltd.,512253
2417,Mewar Polytex Ltd.,531236
2418,Mfl India Ltd.,526622
2419,Mfs Intercorp Ltd.,513721
2420,Mic Electronics Ltd.,532850
2421,Micro Technologies (india) Ltd.-$,532494
2422,Microse India Ltd.,523343
2423,Microsec Financial Services Ltd.,533259
2424,Mid East Portfolio Management Ltd.,526251
2425,Mid India Industries Ltd.,500277
2426,Midas Infra Trade Limited,531192
2427,Midland Polymers Ltd.,531597
2428,Midwest Gold Ltd.,526570
2429,Mihika Industries Ltd,538895
2430,Milestone Global Ltd.,531338
2431,Milkfood Ltd.,507621
2432,Millennium Online Solutions ( India ) Ltd,511187
2433,Minal Industries Limited,522235
2434,Minaxi Textiles Ltd.,531456
2435,Minda Corporation Ltd,538962
2436,Minda Finance Ltd,539303
2437,Minda Industries Ltd.-$,532539
2438,Mindteck (india) Ltd.,517344
2439,Mindtree Ltd.,532819
2440,Mindvision Capital Ltd,530955
2441,Mini Diamonds (india) Ltd.,523373
2442,Minolta Finance Ltd.,532164
2443,Mipco Seamless Rings (gujarat) Ltd.,505797
2444,Mirc Electronics Ltd.,500279
2445,Mirch Technologies (india) Ltd,505336
2446,Mirza International Ltd.,526642
2447,Mishka Exim Ltd,539220
2448,Mishka Finance And Trading Ltd.,512191
2449,Mitshi India Ltd,523782
2450,Miven Machine Tools Ltd.,522036
2451,Mm Rubber Company Ltd.,509196
2452,Mmtc Ltd.,513377
2453,Mobile Telecommunications Ltd.,532127
2454,Modella Woollens Ltd.,503772
2455,Modern Dairies Ltd.,519287
2456,Modern India Ltd.-$,503015
2457,Modern Shares & Stockbrokers Ltd.,509760
2458,Modern Steels Ltd.-$,513303
2459,Modex International Securities Ltd,537092
2460,Modi Naturals Limited,519003
2461,Modi Rubber Ltd.,500890
2462,Modi Udyog Ltd,539007
2463,Modipon Ltd.,503776
2464,Modison Metals Ltd.-$,506261
2465,Mohit Industries Ltd.-$,531453
2466,Mohit Paper Mills Ltd.,530169
2467,Mohite Industries Ltd,532140
2468,Moil Ltd.,533286
2469,Mold-tek Packaging Limited,533080
2470,Mold-tek Technologies Ltd.,526263
2471,Monarch Networth Capital Ltd,511551
2472,Money Masters Leasing & Finance Ltd,535910
2473,Monnet Industries Ltd.,532078
2474,Monnet Ispat & Energy Ltd.,513446
2475,Monnet Project Developers Ltd.,532723
2476,Monotype India Ltd.,505343
2477,Monsanto India Ltd.,524084
2478,Monte Carlo Fashions Ltd,538836
2479,Moonbeam Industries Ltd.,530033
2480,Moongipa Capital Finance Ltd.,530167
2481,Moongipa Securities Ltd,539199
2482,Morarjee Textiles Ltd.,532621
2483,Morarka Finance Ltd.,511549
2484,Morepen Laboratories Ltd.,500288
2485,Morgan Ventures Ltd.,526237
2486,Morganite Crucible (india) Ltd.,523160
2487,Moryo Industries Ltd.,513305
2488,Moschip Semiconductor Technology Ltd.,532407
2489,Moser Baer India Ltd.,517140
2490,Motherson Sumi Systems Ltd.,517334
2491,Motilal Oswal Financial Services Ltd.,532892
2492,Motilal Oswal Mutual Fund - Motilal Oswal Most Shares Midcap 100 Etf- Growth Option,536960
2493,Motilal Oswal Mutual Fund,590115
2494,Motilalbbph,535729
2495,Motor & General Finance Ltd.,501343
2496,Mount Everest Mineral Water Ltd.,531096
2497,Mount Shivalik Industries Ltd.-$,507522
2498,Moving Picture Company (india) Ltd.,590011
2499,Mphasis Ltd.,526299
2500,Mpil Corporation Ltd.,500450
2501,Mpl Plastics Limited,526143
2502,Mps Ltd.,532440
2503,Mrf Ltd.,500290
2504,Mro-tek Ltd.,532376
2505,Mrugesh Trading Ltd.,512065
2506,Msp Steel & Power Ltd.,532650
2507,Msr India Ltd.,508922
2508,Mt Educare Ltd.,534312
2509,Mudit Finlease Ltd.,531919
2510,Mukand Engineers Ltd.,532097
2511,Mukand Ltd.,500460
2512,Mukat Pipes Ltd.-$,523832
2513,Mukesh Babu Financial Services Ltd.,530341
2514,Mukesh Steels Ltd.,513265
2515,Mukesh Strips Ltd.,517374
2516,Mukta Agriculture Ltd,535204
2517,Mukta Arts Ltd.,532357
2518,Muller & Phipps (india) Ltd.,501477
2519,Multi Commodity Exchange Of India Ltd.,534091
2520,Multibase India Ltd.,526169
2521,Multiplus Holdings Ltd.,505594
2522,Multipurpose Trading & Agencies Ltd.,504356
2523,Munjal Auto Industries Ltd.,520059
2524,Munjal Showa Ltd.,520043
2525,Munoth Capital Market Ltd.,511200
2526,Munoth Financial Services Ltd.,531821
2527,Munoth Investments Ltd.,511401
2528,Murli Industries Ltd.-$,519323
2529,Murudeshwar Ceramics Ltd.,515037
2530,Muthoot Capital Services Ltd.,511766
2531,Muthoot Finance Ltd.,533398
2532,Mvl Ltd.,532991
2533,Mw Unitexx Ltd.,532442
2534,My Money Securities Ltd,538862
2535,Mysore Paper Mills Ltd.,502405
2536,Mysore Petro Chemicals Ltd.-$,506734
2537,N.d.metal Industries Ltd.,512024
2538,N.g.industries Ltd.-$,530897
2539,N.r.agarwal Industries Ltd.,516082
2540,N.r.international Ltd.,532623
2541,N2n Technologies Limited,512279
2542,Nagarjuna Agri Tech Ltd.,531832
2543,Nagarjuna Agrichem Ltd.,524709
2544,Nagarjuna Oil Refinery Ltd.,534184
2545,Nagpur Power & Industries Ltd.,532362
2546,Nagreeka Capital & Infrastructure Ltd.,532895
2547,Nagreeka Exports Ltd.-$,521109
2548,Nahar Capital & Financial Services Ltd.,532952
2549,Nahar Industrial Enterprises Ltd.-$,519136
2550,Nahar Polyfilms Ltd.,523391
2551,Nahar Spinning Mills Ltd.,500296
2552,Nakoda Limited-$,521030
2553,Nakshatra Infrastructure Ltd.,530375
2554,Nalin Lease Finance Ltd.,531212
2555,Nalwa Sons Investments Ltd.,532256
2556,Nandan Denim Limited,532641
2557,Naolin Enterprises Limited,590114
2558,Narbada Gems And Jewellery Ltd.,519455
2559,Narendra Properties Ltd.,531416
2560,Narmada Gelatines Ltd.,526739
2561,Natco Pharma Ltd.,524816
2562,Nath Bio-genes (india) Ltd,537291
2563,Nath Pulp & Paper Mills Ltd.,502407
2564,National Aluminium Co.ltd.,532234
2565,National Fertilizers Ltd.,523630
2566,National Fittings Limited,531289
2567,National General Industries Ltd.,531651
2568,National Oxygen Ltd.,507813
2569,National Peroxide Ltd.,500298
2570,National Plastic Industries Ltd.,526616
2571,National Plastic Technologies Ltd.,531287
2572,National Steel & Agro Industries Ltd.,513179
2573,Natraj Proteins Ltd.,530119
2574,Natura Hue Chem Ltd.,531834
2575,Natural Capsules Ltd.,524654
2576,Naturite Agro Products Ltd,538926
2577,Nava Bharat Ventures Ltd.,513023
2578,Navcom Industries Ltd.,519200
2579,Navin Fluorine International Limited-$,532504
2580,Navkar Builders Ltd.,531494
2581,Navkar Corporation Ltd,539332
2582,Navneet Education Limited,508989
2583,Naysaa Securities Ltd,538668
2584,Nb Footwear Ltd.,523242
2585,Nbcc (india) Ltd,534309
2586,Ncc Finance Ltd.,531452
2587,Ncc Limited,500294
2588,Ncl Industries Ltd.-$,502168
2589,Ncl Research & Financial Services Ltd.,530557
2590,Nda Securities Ltd.,511535
2591,Nectar Lifesciences Ltd.,532649
2592,Neelamalai Agro Industries Ltd.,508670
2593,Neelkanth Rockminerals Ltd.,531049
2594,Neelkanth Technologies Ltd.,530697
2595,Neeraj Paper Marketing Ltd,539409
2596,Neha International Ltd.,519560
2597,Neil Industries Ltd,539016
